,short_form,context,long_form,label
27,FID,hábitos tóxicos que comenzó con clínica de dolor abdominal en < start > FID < end > más pérdida de peso . Se la estudió de forma,fosa iliaca derecha,1
28,GOT,". Los parámetros bioquímicos en sangre eran normales salvo la < start > GOT < end > 87 , GPT 51 , gamma-GT 67 y las proteínas",glutamic oxalic transaminase,1
29,mm3,"glucorraquia normal , proteinorraquia de 102 mg/dl , 960 células/ < start > mm3 < end > un 90 % de las cuales se correspondían a polinucleares",milimetro cubico,1
30,mg,"examen del líquido una glucorraquia normal , proteinorraquia de 102 < start > mg < end > dl , 960 células/mm3 un 90 % de las cuales",miligramo,1
31,mg,"totales que eran de 5,8 g/dl con albúmina de 1.400 < start > mg < end > dl . El elemental de orina y sedimento eran normales",miligramo,1
32,mg,"fueron también inespecíficas . El paciente mejoró con omeprazol 40 < start > mg < end > al día , plantago ovata y analgésicos . Con un",miligramo,1
33,mg,"hierro por anemia ferropénica , plantago ovata y omeprazol 20 < start > mg < end > al día . En octubre de 2004 se realizó una",miligramo,1
34,ml,los dos meses el valor de gastrina era 529 pg/ < start > ml < end > El paciente no accedió a hacerse nuevas exploraciones y mantuvo,mililitro,1
35,ml,solicitó una determinación de gastrina que fue : 817 pg/ < start > ml < end > ( valor normal hasta 100 pg/ml ) . Las biopsias,mililitro,1
36,ml,fue : 817 pg/ml ( valor normal hasta 100 pg/ < start > ml < end > . Las biopsias de las úlceras del duodeno fueron también,mililitro,1
37,TC,"al día , plantago ovata y analgésicos . Con un < start > TC < end > de abdomen se confirmó la presencia de una masa de",tomografia computarizada,1
38,cm,desde los 15 cm de margen anal a los 35 < start > cm < end > con pseudopólipos y friabilidad que impresionaba como colitis ulcerosa .,centimetro,1
39,cm,desde los 15 cm de margen anal a los 35 < start > cm < end > con pseudopólipos y friabilidad que impresionaba como colitis ulcerosa .,centimetro agua,0
40,cm,abdomen se confirmó la presencia de una masa de 3 < start > cm < end > en cuerpo-cola de páncreas vascularizada . Se hizo una laparotomía,centimetro,1
41,cm,abdomen se confirmó la presencia de una masa de 3 < start > cm < end > en cuerpo-cola de páncreas vascularizada . Se hizo una laparotomía,centimetro agua,0
42,cm,que fue resecada . El examen histológico fue : 21 < start > cm < end > de colon transverso con una zona con mucosa irregular y,centimetro,1
43,cm,que fue resecada . El examen histológico fue : 21 < start > cm < end > de colon transverso con una zona con mucosa irregular y,centimetro agua,0
44,cm,por diarrea que demostró una colitis segmentaria desde los 15 < start > cm < end > de margen anal a los 35 cm con pseudopólipos y,centimetro,1
45,cm,por diarrea que demostró una colitis segmentaria desde los 15 < start > cm < end > de margen anal a los 35 cm con pseudopólipos y,centimetro agua,0
46,cm,": pieza de colectomía con una úlcera extensa de 6,5 < start > cm < end > con bordes sobreelevados que penetraba la pared del colon hasta",centimetro,1
47,cm,": pieza de colectomía con una úlcera extensa de 6,5 < start > cm < end > con bordes sobreelevados que penetraba la pared del colon hasta",centimetro agua,0
48,cm,"una zona con mucosa irregular y aspecto abigarrado de 7 < start > cm < end > de extensión , áreas de ulceración de tipo lineal con",centimetro,1
49,cm,"una zona con mucosa irregular y aspecto abigarrado de 7 < start > cm < end > de extensión , áreas de ulceración de tipo lineal con",centimetro agua,0
50,cm,". La colonoscopia confirmó que la úlcera se extendía 3 < start > cm < end > en el recto , era de bordes regulares y nodulares",centimetro,1
51,cm,". La colonoscopia confirmó que la úlcera se extendía 3 < start > cm < end > en el recto , era de bordes regulares y nodulares",centimetro agua,0
52,pg,que fue : 817 pg/ml ( valor normal hasta 100 < start > pg < end > ml ) . Las biopsias de las úlceras del duodeno,picogramo,1
53,pg,Se solicitó una determinación de gastrina que fue : 817 < start > pg < end > ml ( valor normal hasta 100 pg/ml ) . Las,picogramo,1
54,pg,A los dos meses el valor de gastrina era 529 < start > pg < end > ml . El paciente no accedió a hacerse nuevas exploraciones,picogramo,1
55,pg,que fue : 817 pg/ml ( valor normal hasta 100 < start > pg < end > ml ) . Las biopsias de las úlceras del duodeno,picogramo,1
56,pg,Se solicitó una determinación de gastrina que fue : 817 < start > pg < end > ml ( valor normal hasta 100 pg/ml ) . Las,picogramo,1
57,pg,A los dos meses el valor de gastrina era 529 < start > pg < end > ml . El paciente no accedió a hacerse nuevas exploraciones,picogramo,1
58,TC,sin infiltrados y muestras microbiológicas negativas persistentemente ; se realiza < start > TC < end > abdominal y se descarta complicación derivada de la cirugía .,tomografia computarizada,1
59,VM,< 10.000×103/μl ) . Se mantiene intubada y conectada a < start > VM < end > 7 días durante los que persiste la fiebre con picos,ventilacion mecanica,1
60,VM,"ventilatorias . Se encuentra sedoanalgesiada , intubada y conectada a < start > VM < end > A nivel radiológico no se observan infiltrados indicativos de afectación",ventilacion mecanica,1
61,HTA,"trata de una mujer de 70 años con antecedentes de < start > HTA < end > y diagnosticada recientemente de neoplasia de recto bajo , tratada",hipertension arterial,1
62,UCI,terminada 2 meses antes de la cirugía . Ingresa en < start > UCI < end > tras intervención quirúrgica ( amputación abdominoperineal ) por sospecha de,unidad cuidados intensivos,1
63,i.v.,"virus . Se inicia tratamiento antiviral con aciclovir 10mg/kg/8h < start > i.v . < end > con mejoría clínica , desaparición de la fiebre y desconexión",intravenoso,1
64,h,"herpes virus . Se inicia tratamiento antiviral con aciclovir 10mg/kg/8 < start > h < end > i.v . con mejoría clínica , desaparición de la fiebre",hora,1
65,h,"herpes virus . Se inicia tratamiento antiviral con aciclovir 10mg/kg/8 < start > h < end > i.v . con mejoría clínica , desaparición de la fiebre",horas,0
66,h,"herpes virus . Se inicia tratamiento antiviral con aciclovir 10mg/kg/8 < start > h < end > i.v . con mejoría clínica , desaparición de la fiebre",microgramo,0
67,h,"de extubación , se la tiene que reintubar en 12 < start > h < end > por fracaso respiratorio . Nuevamente comienza con fiebre elevada y",hora,1
68,h,"de extubación , se la tiene que reintubar en 12 < start > h < end > por fracaso respiratorio . Nuevamente comienza con fiebre elevada y",horas,0
69,h,"de extubación , se la tiene que reintubar en 12 < start > h < end > por fracaso respiratorio . Nuevamente comienza con fiebre elevada y",microgramo,0
70,h,lo que se la extuba sin incidencias a las 48 < start > h < end > Presenta empeoramiento progresivo en los siguientes 2 días a nivel,hora,1
71,h,lo que se la extuba sin incidencias a las 48 < start > h < end > Presenta empeoramiento progresivo en los siguientes 2 días a nivel,horas,0
72,h,lo que se la extuba sin incidencias a las 48 < start > h < end > Presenta empeoramiento progresivo en los siguientes 2 días a nivel,microgramo,0
73,kg,"herpes virus . Se inicia tratamiento antiviral con aciclovir 10mg/ < start > kg < end > 8h i.v . con mejoría clínica , desaparición de la",kilogramo,1
74,kg,"herpes virus . Se inicia tratamiento antiviral con aciclovir 10mg/ < start > kg < end > 8h i.v . con mejoría clínica , desaparición de la",centimetro,0
75,kg,"herpes virus . Se inicia tratamiento antiviral con aciclovir 10mg/ < start > kg < end > 8h i.v . con mejoría clínica , desaparición de la",kilogramo s,0
76,mg,"herpes virus . Se inicia tratamiento antiviral con aciclovir 10 < start > mg < end > kg/8h i.v . con mejoría clínica , desaparición de la",miligramo,1
77,mg,destaca reacción inflamatoria importante con proteína C reactiva de 50 < start > mg < end > dl sin acompañarse de reacción leucocitaria ( < 10.000×103/μl ),miligramo,1
78,VHS-1,"resultados del BAL , en los que se constata PCR < start > VHS-1 < end > positivo precoz ( test cualitativo ) y , a nivel",virus herpes simple 1,1
79,BAL,que se realiza fibrobroncoscopia con recogida de lavado broncoalveolar ( < start > BAL < end > y se mandan muestras a microbiología ( cultivo y PCR,bronchoalveolar lavage,1
80,BAL,Se realiza traqueostomía percutánea y se reciben los resultados del < start > BAL < end > en los que se constata PCR VHS-1 positivo precoz (,bronchoalveolar lavage,1
81,C,los que persiste la fiebre con picos mayores de 39o < start > C < end > con mejoría radiológica sin infiltrados y muestras microbiológicas negativas persistentemente,centimetro,0
82,C,los que persiste la fiebre con picos mayores de 39o < start > C < end > con mejoría radiológica sin infiltrados y muestras microbiológicas negativas persistentemente,centigrado,1
83,C,los que persiste la fiebre con picos mayores de 39o < start > C < end > con mejoría radiológica sin infiltrados y muestras microbiológicas negativas persistentemente,cysteine,0
84,C,los que persiste la fiebre con picos mayores de 39o < start > C < end > con mejoría radiológica sin infiltrados y muestras microbiológicas negativas persistentemente,peak c,0
85,C,"la reintuba . Comienza con fiebre superior a 39 o < start > C < end > persistente , resistente a antitérmicos y medidas físicas . Se",centimetro,0
86,C,"la reintuba . Comienza con fiebre superior a 39 o < start > C < end > persistente , resistente a antitérmicos y medidas físicas . Se",centigrado,1
87,C,"la reintuba . Comienza con fiebre superior a 39 o < start > C < end > persistente , resistente a antitérmicos y medidas físicas . Se",cysteine,0
88,C,"la reintuba . Comienza con fiebre superior a 39 o < start > C < end > persistente , resistente a antitérmicos y medidas físicas . Se",peak c,0
89,PCR,") y se mandan muestras a microbiología ( cultivo y < start > PCR < end > para herpes , CMV y virus respiratorios ) y anatomía",proteina c reactiva,1
90,PCR,") y se mandan muestras a microbiología ( cultivo y < start > PCR < end > para herpes , CMV y virus respiratorios ) y anatomía",polymerase chain reaction,0
91,PCR,") y se mandan muestras a microbiología ( cultivo y < start > PCR < end > para herpes , CMV y virus respiratorios ) y anatomía",reaccion cadena polimerasa,0
92,PCR,") y se mandan muestras a microbiología ( cultivo y < start > PCR < end > para herpes , CMV y virus respiratorios ) y anatomía",parada cardiorrespiratoria,0
93,PCR,"los resultados del BAL , en los que se constata < start > PCR < end > VHS-1 positivo precoz ( test cualitativo ) y , a",proteina c reactiva,1
94,PCR,"los resultados del BAL , en los que se constata < start > PCR < end > VHS-1 positivo precoz ( test cualitativo ) y , a",polymerase chain reaction,0
95,PCR,"los resultados del BAL , en los que se constata < start > PCR < end > VHS-1 positivo precoz ( test cualitativo ) y , a",reaccion cadena polimerasa,0
96,PCR,"los resultados del BAL , en los que se constata < start > PCR < end > VHS-1 positivo precoz ( test cualitativo ) y , a",parada cardiorrespiratoria,0
97,dl,destaca reacción inflamatoria importante con proteína C reactiva de 50mg/ < start > dl < end > sin acompañarse de reacción leucocitaria ( < 10.000×103/μl ) .,decilitro,1
98,VMNI,", gasométrico ( se precisó ventilación mecánica no invasiva ( < start > VMNI < end > para mantener la pulsioximetría a más del 90 % )",ventilacion mecanica invasiva,1
99,μl,de 50mg/dl sin acompañarse de reacción leucocitaria ( < 10.000×103/ < start > μl < end > . Se mantiene intubada y conectada a VM 7 días,microlitro,1
100,BAL,que se realiza fibrobroncoscopia con recogida de lavado broncoalveolar ( < start > BAL < end > y se mandan muestras a microbiología ( cultivo y PCR,bronchoalveolar lavage,1
101,BAL,Se realiza traqueostomía percutánea y se reciben los resultados del < start > BAL < end > en los que se constata PCR VHS-1 positivo precoz (,bronchoalveolar lavage,1
102,PCR,") y se mandan muestras a microbiología ( cultivo y < start > PCR < end > para herpes , CMV y virus respiratorios ) y anatomía",proteina c reactiva,1
103,PCR,") y se mandan muestras a microbiología ( cultivo y < start > PCR < end > para herpes , CMV y virus respiratorios ) y anatomía",polymerase chain reaction,0
104,PCR,") y se mandan muestras a microbiología ( cultivo y < start > PCR < end > para herpes , CMV y virus respiratorios ) y anatomía",reaccion cadena polimerasa,0
105,PCR,") y se mandan muestras a microbiología ( cultivo y < start > PCR < end > para herpes , CMV y virus respiratorios ) y anatomía",parada cardiorrespiratoria,0
106,PCR,"los resultados del BAL , en los que se constata < start > PCR < end > VHS-1 positivo precoz ( test cualitativo ) y , a",proteina c reactiva,1
107,PCR,"los resultados del BAL , en los que se constata < start > PCR < end > VHS-1 positivo precoz ( test cualitativo ) y , a",polymerase chain reaction,0
108,PCR,"los resultados del BAL , en los que se constata < start > PCR < end > VHS-1 positivo precoz ( test cualitativo ) y , a",reaccion cadena polimerasa,0
109,PCR,"los resultados del BAL , en los que se constata < start > PCR < end > VHS-1 positivo precoz ( test cualitativo ) y , a",parada cardiorrespiratoria,0
110,CMV,"muestras a microbiología ( cultivo y PCR para herpes , < start > CMV < end > y virus respiratorios ) y anatomía patológica . Se realiza",citomegalovirus,1
111,mm,"en este caso forzada , con un balón de 35 < start > mm < end > ( Rigiflex® ; Microvasive , Boston Scientific , EE .",milimetro,1
112,mm,"en este caso forzada , con un balón de 35 < start > mm < end > ( Rigiflex® ; Microvasive , Boston Scientific , EE .",milimetro mercurio,0
113,mm,llevó a cabo una dilatación pilórica con balón de 18 < start > mm < end > ( CRE™ Wireguided Balloon Dilator ; Boston Scientific Corporation ),milimetro,1
114,mm,llevó a cabo una dilatación pilórica con balón de 18 < start > mm < end > ( CRE™ Wireguided Balloon Dilator ; Boston Scientific Corporation ),milimetro mercurio,0
115,mm,"Corporation ) , pasando a continuación un gastroscopio de 10 < start > mm < end > de forma fácil por dicho canal . Sin embargo ,",milimetro,1
116,mm,"Corporation ) , pasando a continuación un gastroscopio de 10 < start > mm < end > de forma fácil por dicho canal . Sin embargo ,",milimetro mercurio,0
117,i.v.,"semana de tratamiento conservador , incluyendo metoclopramida y eritromicina < start > i.v . < end > La endoscopia oral demostró abundante retención en el conducto gástrico",intravenoso,1
118,EE. UU.,"Rigiflex® ; Microvasive , Boston Scientific , < start > EE . UU . < end > , previo consentimiento informado por parte del paciente . El",unidos,1
119,mmHg,"a 300 mmHg , con control manométrico , a 300 < start > mmHg < end > durante dos minutos . Tras el procedimiento , el píloro",milimetro mercurio,1
120,mmHg,"punto , se hinchó el balón con aire a 300 < start > mmHg < end > con control manométrico , a 300 mmHg durante dos minutos",milimetro mercurio,1
121,ml,en 11 de suero salino y se van introduciendo 20-30 < start > ml < end > de esta solución en cada uno de los cuerpos cavernosos,mililitro,1
122,l,"sangre venosa ( pCO2 163,1 mmHg , HCO3 13,2 mEq/ < start > l < end > plasma ) . Ante este priapismo de prolongada duración y",litro,1
123,mEq,"de sangre venosa ( pCO2 163,1 mmHg , HCO3 13,2 < start > mEq < end > l plasma ) . Ante este priapismo de prolongada duración",miliequivalente,1
124,pCO2,"los cuerpos cavernosos obteniendo resultados analíticos de sangre venosa ( < start > pCO2 < end > 163,1 mmHg , HCO3 13,2 mEq/l plasma ) . Ante",presion parcial co2,1
125,pCO2,"los cuerpos cavernosos obteniendo resultados analíticos de sangre venosa ( < start > pCO2 < end > 163,1 mmHg , HCO3 13,2 mEq/l plasma ) . Ante",presion parcial dioxido carbono,0
126,HLA,un trasplante de médula ósea alogénico de donante familiar con < start > HLA < end > idéntico . La evolución de su enfermedad hematológica es favorable,human leukocyte antigen,1
127,mmHg,"cavernosos obteniendo resultados analíticos de sangre venosa ( pCO2 163,1 < start > mmHg < end > HCO3 13,2 mEq/l plasma ) . Ante este priapismo de",milimetro mercurio,1
128,L,414 x 109/L ) y plaquetas ( 1100 x 109/ < start > L < end > en sangre . Ante la sospecha de un síndrome mieloproliferativo,leucocito,1
129,L,414 x 109/L ) y plaquetas ( 1100 x 109/ < start > L < end > en sangre . Ante la sospecha de un síndrome mieloproliferativo,litro,0
130,L,414 x 109/L ) y plaquetas ( 1100 x 109/ < start > L < end > en sangre . Ante la sospecha de un síndrome mieloproliferativo,linfocito,0
131,L,elevación de las cifras de leucocitos ( 414 x 109/ < start > L < end > y plaquetas ( 1100 x 109/L ) en sangre .,leucocito,1
132,L,elevación de las cifras de leucocitos ( 414 x 109/ < start > L < end > y plaquetas ( 1100 x 109/L ) en sangre .,litro,0
133,L,elevación de las cifras de leucocitos ( 414 x 109/ < start > L < end > y plaquetas ( 1100 x 109/L ) en sangre .,linfocito,0
134,mg,"se realiza una nueva solución de fenilefrina , mezclando 10 < start > mg < end > de fenilefrina en 11 de suero salino y se van",miligramo,1
135,mmHg,"ambos ojos ( AO ) con presión intraocular de 12 < start > mmHg < end > conjuntiva normal , córnea con algunos depósitos estromales blanquecinos centrales",milimetro mercurio,1
136,AO,"de 50 dioptrías , nistagmo horizontal ; ambos ojos ( < start > AO < end > con presión intraocular de 12 mmHg , conjuntiva normal ,",ambos ojos,1
137,OI,"( -6,50 -5,50 x 20º ) en ojo izquierdo ( < start > OI < end > ; exotropía de 50 dioptrías , nistagmo horizontal ; ambos",ojo izquierdo,1
138,OD,"( -9,50 -5,50 x 135º ) en ojo derecho ( < start > OD < end > y 20/200 ( -6,50 -5,50 x 20º ) en ojo",ojo derecho,1
139,AV,"35 años acude a consulta por mala agudeza visual ( < start > AV < end > desde la infancia , sin tratamiento . A la exploración",agudeza visual,1
140,AOC,", tres hermanos y su hijo , mientras que el < start > AOC < end > aparece en dos de los hermanos pero sin datos de",albinismo oculocutaneo,1
141,AOC,datos clínicos oculares y sistémicos se establecieron los diagnósticos de < start > AOC < end > y DG y se citó a la familia para valoración,albinismo oculocutaneo,1
142,DG,aparece en dos de los hermanos pero sin datos de < start > DG < end > ,distrofia granular,1
143,DG,"No hay consanguinidad y proceden de localidades diferentes . La < start > DG < end > está presente en la madre , tres hermanos y su",distrofia granular,1
144,DG,oculares y sistémicos se establecieron los diagnósticos de AOC y < start > DG < end > y se citó a la familia para valoración clínica .,distrofia granular,1
145,beta-HCG,"A los tres meses se detecta un aumento de la < start > beta-HCG < end > de hasta 4.5 mUI/ml , con el resto de marcadores",betahuman chorionic gonadotropin,1
146,beta-HCG,"Computerizada . Los resultados de las pruebas fueron de una < start > beta-HCG < end > de 5.7 mUI/ml , con la lactato deshidrogenasa y la",betahuman chorionic gonadotropin,1
147,cm,otra imagen de aspecto nodular de 2 cm x 2 < start > cm < end > con un centro necrótico y captación de contraste periférico .,centimetro,1
148,cm,otra imagen de aspecto nodular de 2 cm x 2 < start > cm < end > con un centro necrótico y captación de contraste periférico .,centimetro agua,0
149,cm,", se ve otra imagen de aspecto nodular de 2 < start > cm < end > x 2 cm con un centro necrótico y captación de",centimetro,1
150,cm,", se ve otra imagen de aspecto nodular de 2 < start > cm < end > x 2 cm con un centro necrótico y captación de",centimetro agua,0
151,cm,nuevo TAC toraco-abdomino-pélvico que informa de masa retroperitoneal de 3 < start > cm < end > x 8 cm paraaórtica por debajo de la arteria renal,centimetro,1
152,cm,nuevo TAC toraco-abdomino-pélvico que informa de masa retroperitoneal de 3 < start > cm < end > x 8 cm paraaórtica por debajo de la arteria renal,centimetro agua,0
153,cm,que informa de masa retroperitoneal de 3 cm x 8 < start > cm < end > paraaórtica por debajo de la arteria renal izquierda que se,centimetro,1
154,cm,que informa de masa retroperitoneal de 3 cm x 8 < start > cm < end > paraaórtica por debajo de la arteria renal izquierda que se,centimetro agua,0
155,cm,"focos de Neoplasia Intratubular de Células Germinales de aproximadamente 4.5 < start > cm < end > Tractos vasculares , albugínea y cordón espermático libres de tumor",centimetro,1
156,cm,"focos de Neoplasia Intratubular de Células Germinales de aproximadamente 4.5 < start > cm < end > Tractos vasculares , albugínea y cordón espermático libres de tumor",centimetro agua,0
157,cm,normales . En la ecografía se observa masa de 8 < start > cm < end > en teste izquierdo con múltiples nódulos hipoecoicos compatible con tumor,centimetro,1
158,cm,normales . En la ecografía se observa masa de 8 < start > cm < end > en teste izquierdo con múltiples nódulos hipoecoicos compatible con tumor,centimetro agua,0
159,TAC,"resto de marcadores tumorales normales , y se solicita nuevo < start > TAC < end > toraco-abdomino-pélvico que informa de masa retroperitoneal de 3 cm x",tomografia axial computarizada,1
160,TAC,derecho . No se apreciaron adenopatías o metástasis en el < start > TAC < end > toraco-abdomino-pélvico . Se le intervino mediante orquiectomía radical izquierda por,tomografia axial computarizada,1
161,ml,"detecta un aumento de la beta-HCG de hasta 4.5 mUI/ < start > ml < end > con el resto de marcadores tumorales normales , y se",mililitro,1
162,ml,de las pruebas fueron de una beta-HCG de 5.7 mUI/ < start > ml < end > con la lactato deshidrogenasa y la alfafetoproteína normales . En,mililitro,1
163,mUI,"se detecta un aumento de la beta-HCG de hasta 4.5 < start > mUI < end > ml , con el resto de marcadores tumorales normales ,",miliunidad internacional,1
164,mUI,"resultados de las pruebas fueron de una beta-HCG de 5.7 < start > mUI < end > ml , con la lactato deshidrogenasa y la alfafetoproteína normales",miliunidad internacional,1
165,TAC,"resto de marcadores tumorales normales , y se solicita nuevo < start > TAC < end > toraco-abdomino-pélvico que informa de masa retroperitoneal de 3 cm x",tomografia axial computarizada,1
166,TAC,derecho . No se apreciaron adenopatías o metástasis en el < start > TAC < end > toraco-abdomino-pélvico . Se le intervino mediante orquiectomía radical izquierda por,tomografia axial computarizada,1
167,S,"1 , beta catenina , CD 34 , desmina , < start > S < end > 100 . La expresión de Ki67 fue de 5 a",soluble,1
168,S,"1 , beta catenina , CD 34 , desmina , < start > S < end > 100 . La expresión de Ki67 fue de 5 a",seattle,0
169,CD 34,"y negativos para alk-protein 1 , beta catenina , < start > CD 34 < end > desmina , S-100 . La expresión de Ki67 fue de",cumulo diferenciacion 34,1
170,cm,"Al examen clínico , se advirtió un nódulo de 0,5 < start > cm < end > de diámetro , de consistencia fibroelástica a la palpación ,",centimetro,1
171,cm,"Al examen clínico , se advirtió un nódulo de 0,5 < start > cm < end > de diámetro , de consistencia fibroelástica a la palpación ,",centimetro agua,0
172,CD68,", p63 , actina total , desmina , miosina , < start > CD68 < end > proteína S-100 y HMB45 . Los receptores hormonales de estrógenos",cumulo diferenciacion 68,1
173,CD34,"queratina 903 , EMA , citoqueratina 7 , CD31 , < start > CD34 < end > p63 , actina total , desmina , miosina , CD68",cumulo diferenciacion 34,1
174,CD31,"negativas con queratina 903 , EMA , citoqueratina 7 , < start > CD31 < end > CD34 , p63 , actina total , desmina , miosina",cluster of differentiation 31,1
175,EMA,", Cerb-2 y CD10 y negativas con queratina 903 , < start > EMA < end > citoqueratina 7 , CD31 , CD34 , p63 , actina",epithelial membrane antigen,1
176,CD10,"22 , vimentina , actina músculo liso , Cerb-2 y < start > CD10 < end > y negativas con queratina 903 , EMA , citoqueratina 7",cluster of differentiation 10,1
177,CD10,"22 , vimentina , actina músculo liso , Cerb-2 y < start > CD10 < end > y negativas con queratina 903 , EMA , citoqueratina 7",cumulo diferenciacion 10,0
178,Cerb-2,", citoqueratina 22 , vimentina , actina músculo liso , < start > Cerb-2 < end > y CD10 y negativas con queratina 903 , EMA ,",cumulo diferenciacion cd340 p185,1
179,AE1-AE3,"estudio inmunohistoquímico las células neoplásicas son intensamente positivas con queratinas < start > AE1-AE3 < end > citoqueratina 22 , vimentina , actina músculo liso , Cerb-2",antipan cytokeratin antibody,1
180,mm,"una masa hipoecogénica y heterogénea de aproximadamente 28 x 30 < start > mm < end > con signos de malignidad , bordes irregulares y sombra acústica",milimetro,1
181,mm,"una masa hipoecogénica y heterogénea de aproximadamente 28 x 30 < start > mm < end > con signos de malignidad , bordes irregulares y sombra acústica",milimetro mercurio,0
182,cm,"histológico de la neoplasia es 5 x 4,8 x 3,5 < start > cm < end > con infiltración de la piel y del músculo esquelético y",centimetro,1
183,cm,"histológico de la neoplasia es 5 x 4,8 x 3,5 < start > cm < end > con infiltración de la piel y del músculo esquelético y",centimetro agua,0
184,cm,"ínfero-interno de mama izquierda una tumoración sólida de unos 4 < start > cm < end > de diámetro , dura , mal delimitada , fija y",centimetro,1
185,cm,"ínfero-interno de mama izquierda una tumoración sólida de unos 4 < start > cm < end > de diámetro , dura , mal delimitada , fija y",centimetro agua,0
186,S,"actina total , desmina , miosina , CD68 , proteína < start > S < end > 100 y HMB45 . Los receptores hormonales de estrógenos y",soluble,1
187,S,"actina total , desmina , miosina , CD68 , proteína < start > S < end > 100 y HMB45 . Los receptores hormonales de estrógenos y",seattle,0
188,Gy,"coadyuvante radioterápico a dosis de 60 Gy , a 2 < start > Gy < end > por fracción , en 5 fracciones por semana . Actualmente",gray,1
189,Gy,"y se decide tratamiento coadyuvante radioterápico a dosis de 60 < start > Gy < end > a 2 Gy por fracción , en 5 fracciones por",gray,1
190,HMB45,", desmina , miosina , CD68 , proteína S-100 y < start > HMB45 < end > Los receptores hormonales de estrógenos y de progesterona son negativos",human melanoma black45,1
