,short_form,context,long_form,label
16,C,"la delgadez ( IMC 17 ) , temperatura 37 º < start > C < end > tensión arterial 105/60 , se encontraba consciente y orientada ,",peak c,0
17,C,"semanas , ingresó por cuadro de fiebre de 39 º < start > C < end > dolor y dificultad para movilizar el cuello . La semana",centimetro,0
18,C,"semanas , ingresó por cuadro de fiebre de 39 º < start > C < end > dolor y dificultad para movilizar el cuello . La semana",centigrado,1
19,C,"semanas , ingresó por cuadro de fiebre de 39 º < start > C < end > dolor y dificultad para movilizar el cuello . La semana",cysteine,0
20,C,"semanas , ingresó por cuadro de fiebre de 39 º < start > C < end > dolor y dificultad para movilizar el cuello . La semana",peak c,0
21,GOT,". Los parámetros bioquímicos en sangre eran normales salvo la < start > GOT < end > 87 , GPT 51 , gamma-GT 67 y las proteínas",glutamic oxalic transaminar,1
22,GOT,". Los parámetros bioquímicos en sangre eran normales salvo la < start > GOT < end > 87 , GPT 51 , gamma-GT 67 y las proteínas",glutamic oxaloacetic transaminar,0
23,TC,"al día , plantago ovata y analgésicos . Con un < start > TC < end > de abdomen se confirmó la presencia de una masa de",tomografia computarizado,1
24,TC,"al día , plantago ovata y analgésicos . Con un < start > TC < end > de abdomen se confirmó la presencia de una masa de",tomografia computerizado,0
25,cm,desde los 15 cm de margen anal a los 35 < start > cm < end > con pseudopólipos y friabilidad que impresionaba como colitis ulcerosa .,centimetro,1
26,cm,desde los 15 cm de margen anal a los 35 < start > cm < end > con pseudopólipos y friabilidad que impresionaba como colitis ulcerosa .,centimetro agua,0
27,cm,abdomen se confirmó la presencia de una masa de 3 < start > cm < end > en cuerpo-cola de páncreas vascularizada . Se hizo una laparotomía,centimetro,1
28,cm,abdomen se confirmó la presencia de una masa de 3 < start > cm < end > en cuerpo-cola de páncreas vascularizada . Se hizo una laparotomía,centimetro agua,0
29,cm,que fue resecada . El examen histológico fue : 21 < start > cm < end > de colon transverso con una zona con mucosa irregular y,centimetro,1
30,cm,que fue resecada . El examen histológico fue : 21 < start > cm < end > de colon transverso con una zona con mucosa irregular y,centimetro agua,0
31,cm,por diarrea que demostró una colitis segmentaria desde los 15 < start > cm < end > de margen anal a los 35 cm con pseudopólipos y,centimetro,1
32,cm,por diarrea que demostró una colitis segmentaria desde los 15 < start > cm < end > de margen anal a los 35 cm con pseudopólipos y,centimetro agua,0
33,cm,": pieza de colectomía con una úlcera extensa de 6,5 < start > cm < end > con bordes sobreelevados que penetraba la pared del colon hasta",centimetro,1
34,cm,": pieza de colectomía con una úlcera extensa de 6,5 < start > cm < end > con bordes sobreelevados que penetraba la pared del colon hasta",centimetro agua,0
35,cm,"una zona con mucosa irregular y aspecto abigarrado de 7 < start > cm < end > de extensión , áreas de ulceración de tipo lineal con",centimetro,1
36,cm,"una zona con mucosa irregular y aspecto abigarrado de 7 < start > cm < end > de extensión , áreas de ulceración de tipo lineal con",centimetro agua,0
37,cm,". La colonoscopia confirmó que la úlcera se extendía 3 < start > cm < end > en el recto , era de bordes regulares y nodulares",centimetro,1
38,cm,". La colonoscopia confirmó que la úlcera se extendía 3 < start > cm < end > en el recto , era de bordes regulares y nodulares",centimetro agua,0
39,TC,sin infiltrados y muestras microbiológicas negativas persistentemente ; se realiza < start > TC < end > abdominal y se descarta complicación derivada de la cirugía .,tomografia computarizado,1
40,TC,sin infiltrados y muestras microbiológicas negativas persistentemente ; se realiza < start > TC < end > abdominal y se descarta complicación derivada de la cirugía .,tomografia computerizado,0
41,h,"herpes virus . Se inicia tratamiento antiviral con aciclovir 10mg/kg/8 < start > h < end > i.v . con mejoría clínica , desaparición de la fiebre",hora,1
42,h,"herpes virus . Se inicia tratamiento antiviral con aciclovir 10mg/kg/8 < start > h < end > i.v . con mejoría clínica , desaparición de la fiebre",microgramo,0
43,h,"de extubación , se la tiene que reintubar en 12 < start > h < end > por fracaso respiratorio . Nuevamente comienza con fiebre elevada y",hora,1
44,h,"de extubación , se la tiene que reintubar en 12 < start > h < end > por fracaso respiratorio . Nuevamente comienza con fiebre elevada y",microgramo,0
45,h,lo que se la extuba sin incidencias a las 48 < start > h < end > Presenta empeoramiento progresivo en los siguientes 2 días a nivel,hora,1
46,h,lo que se la extuba sin incidencias a las 48 < start > h < end > Presenta empeoramiento progresivo en los siguientes 2 días a nivel,microgramo,0
47,kg,"herpes virus . Se inicia tratamiento antiviral con aciclovir 10mg/ < start > kg < end > 8h i.v . con mejoría clínica , desaparición de la",kilogramo,1
48,kg,"herpes virus . Se inicia tratamiento antiviral con aciclovir 10mg/ < start > kg < end > 8h i.v . con mejoría clínica , desaparición de la",centimetro,0
49,C,los que persiste la fiebre con picos mayores de 39o < start > C < end > con mejoría radiológica sin infiltrados y muestras microbiológicas negativas persistentemente,centimetro,0
50,C,los que persiste la fiebre con picos mayores de 39o < start > C < end > con mejoría radiológica sin infiltrados y muestras microbiológicas negativas persistentemente,centigrado,1
51,C,los que persiste la fiebre con picos mayores de 39o < start > C < end > con mejoría radiológica sin infiltrados y muestras microbiológicas negativas persistentemente,cysteine,0
52,C,los que persiste la fiebre con picos mayores de 39o < start > C < end > con mejoría radiológica sin infiltrados y muestras microbiológicas negativas persistentemente,peak c,0
53,C,"la reintuba . Comienza con fiebre superior a 39 o < start > C < end > persistente , resistente a antitérmicos y medidas físicas . Se",centimetro,0
54,C,"la reintuba . Comienza con fiebre superior a 39 o < start > C < end > persistente , resistente a antitérmicos y medidas físicas . Se",centigrado,1
55,C,"la reintuba . Comienza con fiebre superior a 39 o < start > C < end > persistente , resistente a antitérmicos y medidas físicas . Se",cysteine,0
56,C,"la reintuba . Comienza con fiebre superior a 39 o < start > C < end > persistente , resistente a antitérmicos y medidas físicas . Se",peak c,0
57,PCR,") y se mandan muestras a microbiología ( cultivo y < start > PCR < end > para herpes , CMV y virus respiratorios ) y anatomía",proteina c reactivo,1
58,PCR,") y se mandan muestras a microbiología ( cultivo y < start > PCR < end > para herpes , CMV y virus respiratorios ) y anatomía",polymerase chain reaction,0
59,PCR,") y se mandan muestras a microbiología ( cultivo y < start > PCR < end > para herpes , CMV y virus respiratorios ) y anatomía",reaccion cadena polimerasa,0
60,PCR,") y se mandan muestras a microbiología ( cultivo y < start > PCR < end > para herpes , CMV y virus respiratorios ) y anatomía",parada cardiorrespiratorio,0
61,PCR,"los resultados del BAL , en los que se constata < start > PCR < end > VHS-1 positivo precoz ( test cualitativo ) y , a",proteina c reactivo,1
62,PCR,"los resultados del BAL , en los que se constata < start > PCR < end > VHS-1 positivo precoz ( test cualitativo ) y , a",polymerase chain reaction,0
63,PCR,"los resultados del BAL , en los que se constata < start > PCR < end > VHS-1 positivo precoz ( test cualitativo ) y , a",reaccion cadena polimerasa,0
64,PCR,"los resultados del BAL , en los que se constata < start > PCR < end > VHS-1 positivo precoz ( test cualitativo ) y , a",parada cardiorrespiratorio,0
65,PCR,") y se mandan muestras a microbiología ( cultivo y < start > PCR < end > para herpes , CMV y virus respiratorios ) y anatomía",proteina c reactivo,1
66,PCR,") y se mandan muestras a microbiología ( cultivo y < start > PCR < end > para herpes , CMV y virus respiratorios ) y anatomía",polymerase chain reaction,0
67,PCR,") y se mandan muestras a microbiología ( cultivo y < start > PCR < end > para herpes , CMV y virus respiratorios ) y anatomía",reaccion cadena polimerasa,0
68,PCR,") y se mandan muestras a microbiología ( cultivo y < start > PCR < end > para herpes , CMV y virus respiratorios ) y anatomía",parada cardiorrespiratorio,0
69,PCR,"los resultados del BAL , en los que se constata < start > PCR < end > VHS-1 positivo precoz ( test cualitativo ) y , a",proteina c reactivo,1
70,PCR,"los resultados del BAL , en los que se constata < start > PCR < end > VHS-1 positivo precoz ( test cualitativo ) y , a",polymerase chain reaction,0
71,PCR,"los resultados del BAL , en los que se constata < start > PCR < end > VHS-1 positivo precoz ( test cualitativo ) y , a",reaccion cadena polimerasa,0
72,PCR,"los resultados del BAL , en los que se constata < start > PCR < end > VHS-1 positivo precoz ( test cualitativo ) y , a",parada cardiorrespiratorio,0
73,mm,"en este caso forzada , con un balón de 35 < start > mm < end > ( Rigiflex® ; Microvasive , Boston Scientific , EE .",milimetro,1
74,mm,"en este caso forzada , con un balón de 35 < start > mm < end > ( Rigiflex® ; Microvasive , Boston Scientific , EE .",milimetro mercurio,0
75,mm,llevó a cabo una dilatación pilórica con balón de 18 < start > mm < end > ( CRE™ Wireguided Balloon Dilator ; Boston Scientific Corporation ),milimetro,1
76,mm,llevó a cabo una dilatación pilórica con balón de 18 < start > mm < end > ( CRE™ Wireguided Balloon Dilator ; Boston Scientific Corporation ),milimetro mercurio,0
77,mm,"Corporation ) , pasando a continuación un gastroscopio de 10 < start > mm < end > de forma fácil por dicho canal . Sin embargo ,",milimetro,1
78,mm,"Corporation ) , pasando a continuación un gastroscopio de 10 < start > mm < end > de forma fácil por dicho canal . Sin embargo ,",milimetro mercurio,0
79,pCO2,"los cuerpos cavernosos obteniendo resultados analíticos de sangre venosa ( < start > pCO2 < end > 163,1 mmHg , HCO3 13,2 mEq/l plasma ) . Ante",presion parcial co2,1
80,pCO2,"los cuerpos cavernosos obteniendo resultados analíticos de sangre venosa ( < start > pCO2 < end > 163,1 mmHg , HCO3 13,2 mEq/l plasma ) . Ante",presion parcial dioxido carbono,0
81,HLA,un trasplante de médula ósea alogénico de donante familiar con < start > HLA < end > idéntico . La evolución de su enfermedad hematológica es favorable,human leucocyte antiger,1
82,HLA,un trasplante de médula ósea alogénico de donante familiar con < start > HLA < end > idéntico . La evolución de su enfermedad hematológica es favorable,human leukocyte antiger,0
83,L,414 x 109/L ) y plaquetas ( 1100 x 109/ < start > L < end > en sangre . Ante la sospecha de un síndrome mieloproliferativo,leucocito,1
84,L,414 x 109/L ) y plaquetas ( 1100 x 109/ < start > L < end > en sangre . Ante la sospecha de un síndrome mieloproliferativo,litro,0
85,L,414 x 109/L ) y plaquetas ( 1100 x 109/ < start > L < end > en sangre . Ante la sospecha de un síndrome mieloproliferativo,linfocito,0
86,L,elevación de las cifras de leucocitos ( 414 x 109/ < start > L < end > y plaquetas ( 1100 x 109/L ) en sangre .,leucocito,1
87,L,elevación de las cifras de leucocitos ( 414 x 109/ < start > L < end > y plaquetas ( 1100 x 109/L ) en sangre .,litro,0
88,L,elevación de las cifras de leucocitos ( 414 x 109/ < start > L < end > y plaquetas ( 1100 x 109/L ) en sangre .,linfocito,0
89,OI,"( -6,50 -5,50 x 20º ) en ojo izquierdo ( < start > OI < end > ; exotropía de 50 dioptrías , nistagmo horizontal ; ambos",ojo izquierdo,1
90,OI,"( -6,50 -5,50 x 20º ) en ojo izquierdo ( < start > OI < end > ; exotropía de 50 dioptrías , nistagmo horizontal ; ambos",ojo izquiero,0
91,cm,otra imagen de aspecto nodular de 2 cm x 2 < start > cm < end > con un centro necrótico y captación de contraste periférico .,centimetro,1
92,cm,otra imagen de aspecto nodular de 2 cm x 2 < start > cm < end > con un centro necrótico y captación de contraste periférico .,centimetro agua,0
93,cm,", se ve otra imagen de aspecto nodular de 2 < start > cm < end > x 2 cm con un centro necrótico y captación de",centimetro,1
94,cm,", se ve otra imagen de aspecto nodular de 2 < start > cm < end > x 2 cm con un centro necrótico y captación de",centimetro agua,0
95,cm,nuevo TAC toraco-abdomino-pélvico que informa de masa retroperitoneal de 3 < start > cm < end > x 8 cm paraaórtica por debajo de la arteria renal,centimetro,1
96,cm,nuevo TAC toraco-abdomino-pélvico que informa de masa retroperitoneal de 3 < start > cm < end > x 8 cm paraaórtica por debajo de la arteria renal,centimetro agua,0
97,cm,que informa de masa retroperitoneal de 3 cm x 8 < start > cm < end > paraaórtica por debajo de la arteria renal izquierda que se,centimetro,1
98,cm,que informa de masa retroperitoneal de 3 cm x 8 < start > cm < end > paraaórtica por debajo de la arteria renal izquierda que se,centimetro agua,0
99,cm,"focos de Neoplasia Intratubular de Células Germinales de aproximadamente 4.5 < start > cm < end > Tractos vasculares , albugínea y cordón espermático libres de tumor",centimetro,1
100,cm,"focos de Neoplasia Intratubular de Células Germinales de aproximadamente 4.5 < start > cm < end > Tractos vasculares , albugínea y cordón espermático libres de tumor",centimetro agua,0
101,cm,normales . En la ecografía se observa masa de 8 < start > cm < end > en teste izquierdo con múltiples nódulos hipoecoicos compatible con tumor,centimetro,1
102,cm,normales . En la ecografía se observa masa de 8 < start > cm < end > en teste izquierdo con múltiples nódulos hipoecoicos compatible con tumor,centimetro agua,0
103,TAC,"resto de marcadores tumorales normales , y se solicita nuevo < start > TAC < end > toraco-abdomino-pélvico que informa de masa retroperitoneal de 3 cm x",tomografia axial computarizado,1
104,TAC,"resto de marcadores tumorales normales , y se solicita nuevo < start > TAC < end > toraco-abdomino-pélvico que informa de masa retroperitoneal de 3 cm x",tomografia axial computerizado,0
105,TAC,"resto de marcadores tumorales normales , y se solicita nuevo < start > TAC < end > toraco-abdomino-pélvico que informa de masa retroperitoneal de 3 cm x",tomografia axial computadorizado,0
106,TAC,"resto de marcadores tumorales normales , y se solicita nuevo < start > TAC < end > toraco-abdomino-pélvico que informa de masa retroperitoneal de 3 cm x",tomografia axial copmputarizado,0
107,TAC,derecho . No se apreciaron adenopatías o metástasis en el < start > TAC < end > toraco-abdomino-pélvico . Se le intervino mediante orquiectomía radical izquierda por,tomografia axial computarizado,1
108,TAC,derecho . No se apreciaron adenopatías o metástasis en el < start > TAC < end > toraco-abdomino-pélvico . Se le intervino mediante orquiectomía radical izquierda por,tomografia axial computerizado,0
109,TAC,derecho . No se apreciaron adenopatías o metástasis en el < start > TAC < end > toraco-abdomino-pélvico . Se le intervino mediante orquiectomía radical izquierda por,tomografia axial computadorizado,0
110,TAC,derecho . No se apreciaron adenopatías o metástasis en el < start > TAC < end > toraco-abdomino-pélvico . Se le intervino mediante orquiectomía radical izquierda por,tomografia axial copmputarizado,0
111,TAC,"resto de marcadores tumorales normales , y se solicita nuevo < start > TAC < end > toraco-abdomino-pélvico que informa de masa retroperitoneal de 3 cm x",tomografia axial computarizado,0
112,TAC,"resto de marcadores tumorales normales , y se solicita nuevo < start > TAC < end > toraco-abdomino-pélvico que informa de masa retroperitoneal de 3 cm x",tomografia axial computerizado,1
113,TAC,"resto de marcadores tumorales normales , y se solicita nuevo < start > TAC < end > toraco-abdomino-pélvico que informa de masa retroperitoneal de 3 cm x",tomografia axial computadorizado,0
114,TAC,"resto de marcadores tumorales normales , y se solicita nuevo < start > TAC < end > toraco-abdomino-pélvico que informa de masa retroperitoneal de 3 cm x",tomografia axial copmputarizado,0
115,TAC,derecho . No se apreciaron adenopatías o metástasis en el < start > TAC < end > toraco-abdomino-pélvico . Se le intervino mediante orquiectomía radical izquierda por,tomografia axial computarizado,0
116,TAC,derecho . No se apreciaron adenopatías o metástasis en el < start > TAC < end > toraco-abdomino-pélvico . Se le intervino mediante orquiectomía radical izquierda por,tomografia axial computerizado,1
117,TAC,derecho . No se apreciaron adenopatías o metástasis en el < start > TAC < end > toraco-abdomino-pélvico . Se le intervino mediante orquiectomía radical izquierda por,tomografia axial computadorizado,0
118,TAC,derecho . No se apreciaron adenopatías o metástasis en el < start > TAC < end > toraco-abdomino-pélvico . Se le intervino mediante orquiectomía radical izquierda por,tomografia axial copmputarizado,0
119,S,"1 , beta catenina , CD 34 , desmina , < start > S < end > 100 . La expresión de Ki67 fue de 5 a",soluble,1
120,S,"1 , beta catenina , CD 34 , desmina , < start > S < end > 100 . La expresión de Ki67 fue de 5 a",seattle,0
121,cm,"Al examen clínico , se advirtió un nódulo de 0,5 < start > cm < end > de diámetro , de consistencia fibroelástica a la palpación ,",centimetro,1
122,cm,"Al examen clínico , se advirtió un nódulo de 0,5 < start > cm < end > de diámetro , de consistencia fibroelástica a la palpación ,",centimetro agua,0
123,CD10,"22 , vimentina , actina músculo liso , Cerb-2 y < start > CD10 < end > y negativas con queratina 903 , EMA , citoqueratina 7",cluster of differentiation 10,1
124,CD10,"22 , vimentina , actina músculo liso , Cerb-2 y < start > CD10 < end > y negativas con queratina 903 , EMA , citoqueratina 7",cumulo diferenciacion 10,0
125,mm,"una masa hipoecogénica y heterogénea de aproximadamente 28 x 30 < start > mm < end > con signos de malignidad , bordes irregulares y sombra acústica",milimetro,1
126,mm,"una masa hipoecogénica y heterogénea de aproximadamente 28 x 30 < start > mm < end > con signos de malignidad , bordes irregulares y sombra acústica",milimetro mercurio,0
127,cm,"histológico de la neoplasia es 5 x 4,8 x 3,5 < start > cm < end > con infiltración de la piel y del músculo esquelético y",centimetro,1
128,cm,"histológico de la neoplasia es 5 x 4,8 x 3,5 < start > cm < end > con infiltración de la piel y del músculo esquelético y",centimetro agua,0
129,cm,"ínfero-interno de mama izquierda una tumoración sólida de unos 4 < start > cm < end > de diámetro , dura , mal delimitada , fija y",centimetro,1
130,cm,"ínfero-interno de mama izquierda una tumoración sólida de unos 4 < start > cm < end > de diámetro , dura , mal delimitada , fija y",centimetro agua,0
131,S,"actina total , desmina , miosina , CD68 , proteína < start > S < end > 100 y HMB45 . Los receptores hormonales de estrógenos y",soluble,1
132,S,"actina total , desmina , miosina , CD68 , proteína < start > S < end > 100 y HMB45 . Los receptores hormonales de estrógenos y",seattle,0
133,GGT,"% , linfocitos=16.4 % , eosinófilos=0.9 % , fibrinógeno=645mg/dl , < start > GGT < end > 52U/l y D-Dímero positivo . El estudio de eco-Doppler venoso",gammaglutamiltranspeptidasa,1
134,GGT,"% , linfocitos=16.4 % , eosinófilos=0.9 % , fibrinógeno=645mg/dl , < start > GGT < end > 52U/l y D-Dímero positivo . El estudio de eco-Doppler venoso",gamma glutamil transpeptidasar,0
135,GGT,"% , linfocitos=16.4 % , eosinófilos=0.9 % , fibrinógeno=645mg/dl , < start > GGT < end > 52U/l y D-Dímero positivo . El estudio de eco-Doppler venoso",gammaglutamil transpeptidasa,0
136,GGT,"% , linfocitos=16.4 % , eosinófilos=0.9 % , fibrinógeno=645mg/dl , < start > GGT < end > 52U/l y D-Dímero positivo . El estudio de eco-Doppler venoso",gama glutamil transferasar,0
137,T,"completa estudio con RM encefálica con resonancia Philips de 1,5 < start > T < end > con el resultado de microinfartos solitarios en sustancia blanca profunda",tesla,1
138,T,"completa estudio con RM encefálica con resonancia Philips de 1,5 < start > T < end > con el resultado de microinfartos solitarios en sustancia blanca profunda",tubular,0
139,TC,"que fueron normales , se le realiza tomografía computerizada ( < start > TC < end > craneal de 64 canales antes del ingreso en el Servicio",tomografia computarizado,1
140,TC,"que fueron normales , se le realiza tomografía computerizada ( < start > TC < end > craneal de 64 canales antes del ingreso en el Servicio",tomografia computerizado,0
141,cm,"donde se realiza exploración física , apreciando masa de 1 < start > cm < end > aproximado de diámetro dependiente de epidídimo , y ecografía testicular",centimetro,1
142,cm,"donde se realiza exploración física , apreciando masa de 1 < start > cm < end > aproximado de diámetro dependiente de epidídimo , y ecografía testicular",centimetro agua,0
143,mm,función mandibular estaba conservada con una apertura máxima de 39 < start > mm < end > En la ortopantomografía se evidenciaban signos de artrosis leve en,milimetro,1
144,mm,función mandibular estaba conservada con una apertura máxima de 39 < start > mm < end > En la ortopantomografía se evidenciaban signos de artrosis leve en,milimetro mercurio,0
145,mm,tomografía tridimensional muestra que hay un defecto de unos 6 < start > mm < end > de diámetro que comprometen el ápice del 44 y del,milimetro,1
146,mm,tomografía tridimensional muestra que hay un defecto de unos 6 < start > mm < end > de diámetro que comprometen el ápice del 44 y del,milimetro mercurio,0
147,cm,"radiografía panorámica inicial , se aprecia imagen radiolúcida de 10 < start > cm < end > de longitud , multiloculada , localizada desde distal del diente",centimetro,1
148,cm,"radiografía panorámica inicial , se aprecia imagen radiolúcida de 10 < start > cm < end > de longitud , multiloculada , localizada desde distal del diente",centimetro agua,0
149,PSA,"adenomatosas . Dentro de las exploraciones complementarias se realizó un < start > PSA < end > total que fue normal , una ecografía vesico-prostática que puso",prostatar specific antiger,1
150,PSA,"adenomatosas . Dentro de las exploraciones complementarias se realizó un < start > PSA < end > total que fue normal , una ecografía vesico-prostática que puso",prostatespecific antiger,0
151,cm,"neurofibroma , generando un defecto de tejidos blandos de 20x10 < start > cm < end > de diámetro con exposición de músculo pectoral , zona paraesternal",centimetro,1
152,cm,"neurofibroma , generando un defecto de tejidos blandos de 20x10 < start > cm < end > de diámetro con exposición de músculo pectoral , zona paraesternal",centimetro agua,0
153,cm,"con dimensiones de 24x11 cm , y pedículo de 12 < start > cm < end > de longitud , realizando anastomosis termino-terminal con nylon 9-0 a",centimetro,1
154,cm,"con dimensiones de 24x11 cm , y pedículo de 12 < start > cm < end > de longitud , realizando anastomosis termino-terminal con nylon 9-0 a",centimetro agua,0
155,cm,"corroboró el diagnóstico de neurofibroma , con dimensiones de 16x10.5x6.5 < start > cm < end > mostrando células mesenquimatosas , fibroblastos , células de Schwann ,",centimetro,1
156,cm,"corroboró el diagnóstico de neurofibroma , con dimensiones de 16x10.5x6.5 < start > cm < end > mostrando células mesenquimatosas , fibroblastos , células de Schwann ,",centimetro agua,0
157,cm,"de tipo neoplásico , con bordes bien definidos de 10.4x5.8x12.4 < start > cm < end > en sus ejes longitudinal , anteroposterior y transversal respectivamente ,",centimetro,1
158,cm,"de tipo neoplásico , con bordes bien definidos de 10.4x5.8x12.4 < start > cm < end > en sus ejes longitudinal , anteroposterior y transversal respectivamente ,",centimetro agua,0
159,cm,"la arteria femoral lateral circunfleja , con dimensiones de 24x11 < start > cm < end > y pedículo de 12 cm de longitud , realizando anastomosis",centimetro,1
160,cm,"la arteria femoral lateral circunfleja , con dimensiones de 24x11 < start > cm < end > y pedículo de 12 cm de longitud , realizando anastomosis",centimetro agua,0
161,cm,"en lado izquierdo de base del cuello , de 10 < start > cm < end > de diámetro , con zona central ulcerada , sangrante ,",centimetro,1
162,cm,"en lado izquierdo de base del cuello , de 10 < start > cm < end > de diámetro , con zona central ulcerada , sangrante ,",centimetro agua,0
163,cm,la compliance estática de ambos pulmones fue de 64 ml/ < start > cm < end > H2O y la saturación de oxígeno fue del 98 %,centimetro,1
164,cm,la compliance estática de ambos pulmones fue de 64 ml/ < start > cm < end > H2O y la saturación de oxígeno fue del 98 %,centimetro agua,0
165,cm,minutos . La compliance estática medida fue de 39 ml/ < start > cm < end > H2O y la saturación de oxígeno del 96 % .,centimetro,1
166,cm,minutos . La compliance estática medida fue de 39 ml/ < start > cm < end > H2O y la saturación de oxígeno del 96 % .,centimetro agua,0
167,cm,", PEEP 10 cm H2O y presión pico de 35 < start > cm < end > H2O durante 45 minutos . La compliance estática medida fue",centimetro,1
168,cm,", PEEP 10 cm H2O y presión pico de 35 < start > cm < end > H2O durante 45 minutos . La compliance estática medida fue",centimetro agua,0
169,cm,"modo presión control con FiO2 100 % , PEEP 10 < start > cm < end > H2O y presión pico de 35 cm H2O durante 45",centimetro,1
170,cm,"modo presión control con FiO2 100 % , PEEP 10 < start > cm < end > H2O y presión pico de 35 cm H2O durante 45",centimetro agua,0
171,cm,la compliance estática del pulmón izquierdo de hasta 53 ml/ < start > cm < end > H2O y una mejoría en la saturación de hasta el,centimetro,1
172,cm,la compliance estática del pulmón izquierdo de hasta 53 ml/ < start > cm < end > H2O y una mejoría en la saturación de hasta el,centimetro agua,0
173,cm,37º C. Infundimos un litro desde una altura de 30-40 < start > cm < end > sobre el paciente y drenamos éste por gravedad . La,centimetro,1
174,cm,37º C. Infundimos un litro desde una altura de 30-40 < start > cm < end > sobre el paciente y drenamos éste por gravedad . La,centimetro agua,0
175,cm,"25 ml/cm H2O en el pulmón derecho y 15 ml/ < start > cm < end > H2O en el pulmón izquierdo ) , por lo que",centimetro,1
176,cm,"25 ml/cm H2O en el pulmón derecho y 15 ml/ < start > cm < end > H2O en el pulmón izquierdo ) , por lo que",centimetro agua,0
177,cm,") de 6 cm H2O , presión máxima de 30 < start > cm < end > H2O y frecuencia respiratoria de 12 . El paciente realizaba",centimetro,1
178,cm,") de 6 cm H2O , presión máxima de 30 < start > cm < end > H2O y frecuencia respiratoria de 12 . El paciente realizaba",centimetro agua,0
179,cm,medimos la compliance estática de cada pulmón ( 25 ml/ < start > cm < end > H2O en el pulmón derecho y 15 ml/cm H2O en,centimetro,1
180,cm,medimos la compliance estática de cada pulmón ( 25 ml/ < start > cm < end > H2O en el pulmón derecho y 15 ml/cm H2O en,centimetro agua,0
181,cm,"al final de la espiración ( PEEP ) de 6 < start > cm < end > H2O , presión máxima de 30 cm H2O y frecuencia",centimetro,1
182,cm,"al final de la espiración ( PEEP ) de 6 < start > cm < end > H2O , presión máxima de 30 cm H2O y frecuencia",centimetro agua,0
183,H2O,la compliance estática de ambos pulmones fue de 64 ml/cm < start > H2O < end > y la saturación de oxígeno fue del 98 % .,agua,1
184,H2O,la compliance estática de ambos pulmones fue de 64 ml/cm < start > H2O < end > y la saturación de oxígeno fue del 98 % .,centimetro agua,0
185,H2O,minutos . La compliance estática medida fue de 39 ml/cm < start > H2O < end > y la saturación de oxígeno del 96 % . Decidimos,agua,1
186,H2O,minutos . La compliance estática medida fue de 39 ml/cm < start > H2O < end > y la saturación de oxígeno del 96 % . Decidimos,centimetro agua,0
187,H2O,PEEP 10 cm H2O y presión pico de 35 cm < start > H2O < end > durante 45 minutos . La compliance estática medida fue de,agua,1
188,H2O,PEEP 10 cm H2O y presión pico de 35 cm < start > H2O < end > durante 45 minutos . La compliance estática medida fue de,centimetro agua,0
189,H2O,"presión control con FiO2 100 % , PEEP 10 cm < start > H2O < end > y presión pico de 35 cm H2O durante 45 minutos",agua,1
