,short_form,context,long_form,label
14,UI,"Niveles ligeramente elevados de IgE e IgG4 con normalidad en el resto de inmunoglobulinas y de subclases de IgG ( IgE = 170 < start > UI < end > l , rango normal : 0-100 UI/l ; Ig G4 = 3.910 mg/l , rango de normalidad : 80-1.400 mg/l ) . No se pudieron evaluar los títulos de isohemaglutininas",unidad internacional,1
15,UI,"LDH : 687 UI/l , GOT : 61 UI/l ; GPT : 111 UI/l , GGT : 521 UI/l , fosfatasa alcalina 509 < start > UI < end > l. La velocidad de sedimentación llegó a estar en 71 mm en la primera hora . La serología para VIH y para los virus B y C de la hepatitis",unidad internacional,1
16,UI,"directa : 1,33 mg/dl , LDH : 687 UI/l , GOT : 61 UI/l ; GPT : 111 UI/l , GGT : 521 < start > UI < end > l , fosfatasa alcalina 509 UI/l . La velocidad de sedimentación llegó a estar en 71 mm en la primera hora . La serología para VIH y para los virus",unidad internacional,1
17,UI,": 2,19 mg/dl , fracción directa : 1,33 mg/dl , LDH : 687 UI/l , GOT : 61 UI/l ; GPT : 111 < start > UI < end > l , GGT : 521 UI/l , fosfatasa alcalina 509 UI/l . La velocidad de sedimentación llegó a estar en 71 mm en la primera hora . La serología para",unidad internacional,1
18,UI,"IgG4 con normalidad en el resto de inmunoglobulinas y de subclases de IgG ( IgE = 170 UI/l , rango normal : 0-100 < start > UI < end > l ; Ig G4 = 3.910 mg/l , rango de normalidad : 80-1.400 mg/l ) . No se pudieron evaluar los títulos de isohemaglutininas por falta de muestras . Este",unidad internacional,1
19,UI,"bioquímicos fueron : bilirrubina total : 2,19 mg/dl , fracción directa : 1,33 mg/dl , LDH : 687 UI/l , GOT : 61 < start > UI < end > l ; GPT : 111 UI/l , GGT : 521 UI/l , fosfatasa alcalina 509 UI/l . La velocidad de sedimentación llegó a estar en 71 mm en la primera",unidad internacional,1
20,l,"61 mg/dl Otros valores bioquímicos fueron : bilirrubina total : 2,19 mg/dl , fracción directa : 1,33 mg/dl , LDH : 687 UI/ < start > l < end > GOT : 61 UI/l ; GPT : 111 UI/l , GGT : 521 UI/l , fosfatasa alcalina 509 UI/l . La velocidad de sedimentación llegó a estar en 71 mm",litro,1
21,l,"IgE = 170 UI/l , rango normal : 0-100 UI/l ; Ig G4 = 3.910 mg/l , rango de normalidad : 80-1.400 mg/ < start > l < end > . No se pudieron evaluar los títulos de isohemaglutininas por falta de muestras . Este estudio fue realizado estando el paciente de alta y a los dos meses del comienzo",litro,1
22,l,"inmunoglobulinas y de subclases de IgG ( IgE = 170 UI/l , rango normal : 0-100 UI/l ; Ig G4 = 3.910 mg/ < start > l < end > rango de normalidad : 80-1.400 mg/l ) . No se pudieron evaluar los títulos de isohemaglutininas por falta de muestras . Este estudio fue realizado estando el paciente de alta",litro,1
23,l,"ligeramente elevados de IgE e IgG4 con normalidad en el resto de inmunoglobulinas y de subclases de IgG ( IgE = 170 UI/ < start > l < end > rango normal : 0-100 UI/l ; Ig G4 = 3.910 mg/l , rango de normalidad : 80-1.400 mg/l ) . No se pudieron evaluar los títulos de isohemaglutininas por falta",litro,1
24,l,": 687 UI/l , GOT : 61 UI/l ; GPT : 111 UI/l , GGT : 521 UI/l , fosfatasa alcalina 509 UI/ < start > l < end > La velocidad de sedimentación llegó a estar en 71 mm en la primera hora . La serología para VIH y para los virus B y C de la hepatitis fueron",litro,1
25,l,": 1,33 mg/dl , LDH : 687 UI/l , GOT : 61 UI/l ; GPT : 111 UI/l , GGT : 521 UI/ < start > l < end > fosfatasa alcalina 509 UI/l . La velocidad de sedimentación llegó a estar en 71 mm en la primera hora . La serología para VIH y para los virus B y",litro,1
26,l,"2,19 mg/dl , fracción directa : 1,33 mg/dl , LDH : 687 UI/l , GOT : 61 UI/l ; GPT : 111 UI/ < start > l < end > GGT : 521 UI/l , fosfatasa alcalina 509 UI/l . La velocidad de sedimentación llegó a estar en 71 mm en la primera hora . La serología para VIH y",litro,1
27,l,"fueron : bilirrubina total : 2,19 mg/dl , fracción directa : 1,33 mg/dl , LDH : 687 UI/l , GOT : 61 UI/ < start > l < end > GPT : 111 UI/l , GGT : 521 UI/l , fosfatasa alcalina 509 UI/l . La velocidad de sedimentación llegó a estar en 71 mm en la primera hora .",litro,1
28,l,"con normalidad en el resto de inmunoglobulinas y de subclases de IgG ( IgE = 170 UI/l , rango normal : 0-100 UI/ < start > l < end > Ig G4 = 3.910 mg/l , rango de normalidad : 80-1.400 mg/l ) . No se pudieron evaluar los títulos de isohemaglutininas por falta de muestras . Este estudio fue",litro,1
29,dl,"ascendió durante el ingreso a 1,6 mg/dl y la urea a 61 mg/dl Otros valores bioquímicos fueron : bilirrubina total : 2,19 mg/ < start > dl < end > fracción directa : 1,33 mg/dl , LDH : 687 UI/l , GOT : 61 UI/l ; GPT : 111 UI/l , GGT : 521 UI/l , fosfatasa alcalina 509 UI/l",decilitro,1
30,dl,"límites normales . No había eosinofilia . La creatinina le ascendió durante el ingreso a 1,6 mg/dl y la urea a 61 mg/ < start > dl < end > Otros valores bioquímicos fueron : bilirrubina total : 2,19 mg/dl , fracción directa : 1,33 mg/dl , LDH : 687 UI/l , GOT : 61 UI/l ; GPT : 111",decilitro,1
31,dl,"el resto de parámetros hematológicos en límites normales . No había eosinofilia . La creatinina le ascendió durante el ingreso a 1,6 mg/ < start > dl < end > y la urea a 61 mg/dl Otros valores bioquímicos fueron : bilirrubina total : 2,19 mg/dl , fracción directa : 1,33 mg/dl , LDH : 687 UI/l , GOT :",decilitro,1
32,dl,"mg/dl y la urea a 61 mg/dl Otros valores bioquímicos fueron : bilirrubina total : 2,19 mg/dl , fracción directa : 1,33 mg/ < start > dl < end > LDH : 687 UI/l , GOT : 61 UI/l ; GPT : 111 UI/l , GGT : 521 UI/l , fosfatasa alcalina 509 UI/l . La velocidad de sedimentación llegó",decilitro,1
33,LDH,"y la urea a 61 mg/dl Otros valores bioquímicos fueron : bilirrubina total : 2,19 mg/dl , fracción directa : 1,33 mg/dl , < start > LDH < end > 687 UI/l , GOT : 61 UI/l ; GPT : 111 UI/l , GGT : 521 UI/l , fosfatasa alcalina 509 UI/l . La velocidad de sedimentación llegó a estar",lactatodeshidrogenasa,1
34,LDH,"y la urea a 61 mg/dl Otros valores bioquímicos fueron : bilirrubina total : 2,19 mg/dl , fracción directa : 1,33 mg/dl , < start > LDH < end > 687 UI/l , GOT : 61 UI/l ; GPT : 111 UI/l , GGT : 521 UI/l , fosfatasa alcalina 509 UI/l . La velocidad de sedimentación llegó a estar",lactodeshidrogenasa,0
35,LDH,"y la urea a 61 mg/dl Otros valores bioquímicos fueron : bilirrubina total : 2,19 mg/dl , fracción directa : 1,33 mg/dl , < start > LDH < end > 687 UI/l , GOT : 61 UI/l ; GPT : 111 UI/l , GGT : 521 UI/l , fosfatasa alcalina 509 UI/l . La velocidad de sedimentación llegó a estar",lacticodeshidrogenasa,0
36,mg,"en límites normales . No había eosinofilia . La creatinina le ascendió durante el ingreso a 1,6 mg/dl y la urea a 61 < start > mg < end > dl Otros valores bioquímicos fueron : bilirrubina total : 2,19 mg/dl , fracción directa : 1,33 mg/dl , LDH : 687 UI/l , GOT : 61 UI/l ; GPT :",miligramo,1
37,mg,"estando el resto de parámetros hematológicos en límites normales . No había eosinofilia . La creatinina le ascendió durante el ingreso a 1,6 < start > mg < end > dl y la urea a 61 mg/dl Otros valores bioquímicos fueron : bilirrubina total : 2,19 mg/dl , fracción directa : 1,33 mg/dl , LDH : 687 UI/l , GOT",miligramo,1
38,mg,"de inmunoglobulinas y de subclases de IgG ( IgE = 170 UI/l , rango normal : 0-100 UI/l ; Ig G4 = 3.910 < start > mg < end > l , rango de normalidad : 80-1.400 mg/l ) . No se pudieron evaluar los títulos de isohemaglutininas por falta de muestras . Este estudio fue realizado estando el paciente",miligramo,1
39,mg,"ningún momento de la evolución necesitó cuidados intensivos . Posteriormente se prosiguió con tratamiento oral a base de rifampicina ( dosis de 600 < start > mg < end > 24 h ) y levofloxacino ( dosis de 500 mg , cada 24 h ) durante dos meses . La lesión dérmica paraesternal tardó cinco semanas en desaparecer . Para",miligramo,1
40,mg,"( IgE = 170 UI/l , rango normal : 0-100 UI/l ; Ig G4 = 3.910 mg/l , rango de normalidad : 80-1.400 < start > mg < end > l ) . No se pudieron evaluar los títulos de isohemaglutininas por falta de muestras . Este estudio fue realizado estando el paciente de alta y a los dos meses",miligramo,1
41,mg,"1,6 mg/dl y la urea a 61 mg/dl Otros valores bioquímicos fueron : bilirrubina total : 2,19 mg/dl , fracción directa : 1,33 < start > mg < end > dl , LDH : 687 UI/l , GOT : 61 UI/l ; GPT : 111 UI/l , GGT : 521 UI/l , fosfatasa alcalina 509 UI/l . La velocidad de",miligramo,1
42,mg,Posteriormente se prosiguió con tratamiento oral a base de rifampicina ( dosis de 600 mg/24 h ) y levofloxacino ( dosis de 500 < start > mg < end > cada 24 h ) durante dos meses . La lesión dérmica paraesternal tardó cinco semanas en desaparecer . Para descartar que existiera una inmunodeficiencia primaria se le practicó un despistaje,miligramo,1
43,mg,"le ascendió durante el ingreso a 1,6 mg/dl y la urea a 61 mg/dl Otros valores bioquímicos fueron : bilirrubina total : 2,19 < start > mg < end > dl , fracción directa : 1,33 mg/dl , LDH : 687 UI/l , GOT : 61 UI/l ; GPT : 111 UI/l , GGT : 521 UI/l , fosfatasa alcalina",miligramo,1
44,mg,( IV ) durante 15 días a dosis de 2 g/ 6 horas y gentamicina IV durante 7 días a dosis de 5 < start > mg < end > kg/24 horas . En ningún momento de la evolución necesitó cuidados intensivos . Posteriormente se prosiguió con tratamiento oral a base de rifampicina ( dosis de 600 mg/24 h ),miligramo,1
45,mm,"derecha . Las exploraciones cardiaca y neurológica fueron normales . No había organomegalias . Presentó leucocitosis ( desde 12.000 /mm cúbico hasta 18.700/ < start > mm < end > cúbico ) con neutrofilia , estando el resto de parámetros hematológicos en límites normales . No había eosinofilia . La creatinina le ascendió durante el ingreso a 1,6 mg/dl y",milimetro,1
46,mm,"derecha . Las exploraciones cardiaca y neurológica fueron normales . No había organomegalias . Presentó leucocitosis ( desde 12.000 /mm cúbico hasta 18.700/ < start > mm < end > cúbico ) con neutrofilia , estando el resto de parámetros hematológicos en límites normales . No había eosinofilia . La creatinina le ascendió durante el ingreso a 1,6 mg/dl y",milimetro mercurio,0
47,mm,"en la base derecha . Las exploraciones cardiaca y neurológica fueron normales . No había organomegalias . Presentó leucocitosis ( desde 12.000 / < start > mm < end > cúbico hasta 18.700/mm cúbico ) con neutrofilia , estando el resto de parámetros hematológicos en límites normales . No había eosinofilia . La creatinina le ascendió durante el ingreso a",milimetro,1
48,mm,"en la base derecha . Las exploraciones cardiaca y neurológica fueron normales . No había organomegalias . Presentó leucocitosis ( desde 12.000 / < start > mm < end > cúbico hasta 18.700/mm cúbico ) con neutrofilia , estando el resto de parámetros hematológicos en límites normales . No había eosinofilia . La creatinina le ascendió durante el ingreso a",milimetro mercurio,0
49,mm,": 111 UI/l , GGT : 521 UI/l , fosfatasa alcalina 509 UI/l . La velocidad de sedimentación llegó a estar en 71 < start > mm < end > en la primera hora . La serología para VIH y para los virus B y C de la hepatitis fueron negativas . Se realizaron hemocultivos seriados que resultaron ser positivos",milimetro,1
50,mm,": 111 UI/l , GGT : 521 UI/l , fosfatasa alcalina 509 UI/l . La velocidad de sedimentación llegó a estar en 71 < start > mm < end > en la primera hora . La serología para VIH y para los virus B y C de la hepatitis fueron negativas . Se realizaron hemocultivos seriados que resultaron ser positivos",milimetro mercurio,0
51,IV,buena con tratamiento antibiótico consistente en cloxacilina intravenosa ( IV ) durante 15 días a dosis de 2 g/ 6 horas y gentamicina < start > IV < end > durante 7 días a dosis de 5 mg/kg/24 horas . En ningún momento de la evolución necesitó cuidados intensivos . Posteriormente se prosiguió con tratamiento oral a base de rifampicina,intravenoso,1
52,IV,. No había signos de destrucción ósea . La evolución clínica del cuadro fue buena con tratamiento antibiótico consistente en cloxacilina intravenosa ( < start > IV < end > durante 15 días a dosis de 2 g/ 6 horas y gentamicina IV durante 7 días a dosis de 5 mg/kg/24 horas . En ningún momento de la evolución necesitó,intravenoso,1
53,VIH,fosfatasa alcalina 509 UI/l . La velocidad de sedimentación llegó a estar en 71 mm en la primera hora . La serología para < start > VIH < end > y para los virus B y C de la hepatitis fueron negativas . Se realizaron hemocultivos seriados que resultaron ser positivos para Staphylococcus aureusmeticilín sensible . La ecocardiografía transtorácica mostró,virus inmunodeficiencia humano,1
54,RMN,"ósea mostraba actividad osteogénica intensamente aumentada a nivel de la articulación esternal compatible con artritis a ese nivel . Se le practicó una < start > RMN < end > del esternón . Existía captación de gadolinio en la articulación del manubrio con el cuerpo esternal , extendiéndose la captación hasta la mitad del manubrio y el tercio proximal del",resonancia magnetico nuclear,1
55,Ig G4,"en el resto de inmunoglobulinas y de subclases de IgG ( IgE = 170 UI/l , rango normal : 0-100 UI/l ; < start > Ig G4 < end > = 3.910 mg/l , rango de normalidad : 80-1.400 mg/l ) . No se pudieron evaluar los títulos de isohemaglutininas por falta de muestras . Este estudio fue realizado estando",inmunoglobulina g4,1
56,IgG4,"Niveles protectores para IgG específica frente a toxoide tetánico , Haemophilus By polisacárido capsular de neumococo . Niveles ligeramente elevados de IgE e < start > IgG4 < end > con normalidad en el resto de inmunoglobulinas y de subclases de IgG ( IgE = 170 UI/l , rango normal : 0-100 UI/l ; Ig G4 = 3.910 mg/l ,",inmunoglobulina g4,1
57,IgG,"polisacárido capsular de neumococo . Niveles ligeramente elevados de IgE e IgG4 con normalidad en el resto de inmunoglobulinas y de subclases de < start > IgG < end > ( IgE = 170 UI/l , rango normal : 0-100 UI/l ; Ig G4 = 3.910 mg/l , rango de normalidad : 80-1.400 mg/l ) . No se pudieron evaluar",inmunoglobulina g,1
58,IgE,"de neumococo . Niveles ligeramente elevados de IgE e IgG4 con normalidad en el resto de inmunoglobulinas y de subclases de IgG ( < start > IgE < end > = 170 UI/l , rango normal : 0-100 UI/l ; Ig G4 = 3.910 mg/l , rango de normalidad : 80-1.400 mg/l ) . No se pudieron evaluar los títulos",inmunoglobulina,1
59,IgE,") . Niveles protectores para IgG específica frente a toxoide tetánico , Haemophilus By polisacárido capsular de neumococo . Niveles ligeramente elevados de < start > IgE < end > e IgG4 con normalidad en el resto de inmunoglobulinas y de subclases de IgG ( IgE = 170 UI/l , rango normal : 0-100 UI/l ; Ig G4 = 3.910",inmunoglobulina,1
60,h,"tratamiento oral a base de rifampicina ( dosis de 600 mg/24 h ) y levofloxacino ( dosis de 500 mg , cada 24 < start > h < end > durante dos meses . La lesión dérmica paraesternal tardó cinco semanas en desaparecer . Para descartar que existiera una inmunodeficiencia primaria se le practicó un despistaje con los resultados siguientes",hora,1
61,h,"tratamiento oral a base de rifampicina ( dosis de 600 mg/24 h ) y levofloxacino ( dosis de 500 mg , cada 24 < start > h < end > durante dos meses . La lesión dérmica paraesternal tardó cinco semanas en desaparecer . Para descartar que existiera una inmunodeficiencia primaria se le practicó un despistaje con los resultados siguientes",microgramo,0
62,h,"momento de la evolución necesitó cuidados intensivos . Posteriormente se prosiguió con tratamiento oral a base de rifampicina ( dosis de 600 mg/24 < start > h < end > y levofloxacino ( dosis de 500 mg , cada 24 h ) durante dos meses . La lesión dérmica paraesternal tardó cinco semanas en desaparecer . Para descartar que existiera",hora,1
63,h,"momento de la evolución necesitó cuidados intensivos . Posteriormente se prosiguió con tratamiento oral a base de rifampicina ( dosis de 600 mg/24 < start > h < end > y levofloxacino ( dosis de 500 mg , cada 24 h ) durante dos meses . La lesión dérmica paraesternal tardó cinco semanas en desaparecer . Para descartar que existiera",microgramo,0
64,kg,IV ) durante 15 días a dosis de 2 g/ 6 horas y gentamicina IV durante 7 días a dosis de 5 mg/ < start > kg < end > 24 horas . En ningún momento de la evolución necesitó cuidados intensivos . Posteriormente se prosiguió con tratamiento oral a base de rifampicina ( dosis de 600 mg/24 h ),kilogramo,1
65,kg,IV ) durante 15 días a dosis de 2 g/ 6 horas y gentamicina IV durante 7 días a dosis de 5 mg/ < start > kg < end > 24 horas . En ningún momento de la evolución necesitó cuidados intensivos . Posteriormente se prosiguió con tratamiento oral a base de rifampicina ( dosis de 600 mg/24 h ),centimetro,0
66,g,evolución clínica del cuadro fue buena con tratamiento antibiótico consistente en cloxacilina intravenosa ( IV ) durante 15 días a dosis de 2 < start > g < end > 6 horas y gentamicina IV durante 7 días a dosis de 5 mg/kg/24 horas . En ningún momento de la evolución necesitó cuidados intensivos . Posteriormente se prosiguió con tratamiento,gramo,1
67,TAC,"izquierdo y otra de localización subpleural de tamaño menor a un centímetro compatibles con pequeños abscesos estafilocócicos Fig . 1 ) . El < start > TAC < end > de abdomen fue normal , sin presencia de adenopatías ni líquido en cavidad libre . La gammagrafía ósea mostraba actividad osteogénica intensamente aumentada a nivel de la articulación esternal compatible",tomografia axial computarizado,1
68,TAC,"izquierdo y otra de localización subpleural de tamaño menor a un centímetro compatibles con pequeños abscesos estafilocócicos Fig . 1 ) . El < start > TAC < end > de abdomen fue normal , sin presencia de adenopatías ni líquido en cavidad libre . La gammagrafía ósea mostraba actividad osteogénica intensamente aumentada a nivel de la articulación esternal compatible",tomografia axial copmputarizado,0
69,TAC,"izquierdo y otra de localización subpleural de tamaño menor a un centímetro compatibles con pequeños abscesos estafilocócicos Fig . 1 ) . El < start > TAC < end > de abdomen fue normal , sin presencia de adenopatías ni líquido en cavidad libre . La gammagrafía ósea mostraba actividad osteogénica intensamente aumentada a nivel de la articulación esternal compatible",tomografia axial computerizado,0
70,TAC,"izquierdo y otra de localización subpleural de tamaño menor a un centímetro compatibles con pequeños abscesos estafilocócicos Fig . 1 ) . El < start > TAC < end > de abdomen fue normal , sin presencia de adenopatías ni líquido en cavidad libre . La gammagrafía ósea mostraba actividad osteogénica intensamente aumentada a nivel de la articulación esternal compatible",tomografia axial computadorizado,0
71,TAC,"de la lesión cuyo cultivo fue también positivo para S. aureus meticilín sensible . La ecografía de abdomen fue normal . En el < start > TAC < end > de tórax había un derrame pleural izquierdo con prominencia intersticial . Se objetivaron tres pequeñas imágenes nodulares en lóbulo superior derecho , lóbulo superior izquierdo y otra de localización subpleural",tomografia axial computarizado,1
72,TAC,"de la lesión cuyo cultivo fue también positivo para S. aureus meticilín sensible . La ecografía de abdomen fue normal . En el < start > TAC < end > de tórax había un derrame pleural izquierdo con prominencia intersticial . Se objetivaron tres pequeñas imágenes nodulares en lóbulo superior derecho , lóbulo superior izquierdo y otra de localización subpleural",tomografia axial copmputarizado,0
73,TAC,"de la lesión cuyo cultivo fue también positivo para S. aureus meticilín sensible . La ecografía de abdomen fue normal . En el < start > TAC < end > de tórax había un derrame pleural izquierdo con prominencia intersticial . Se objetivaron tres pequeñas imágenes nodulares en lóbulo superior derecho , lóbulo superior izquierdo y otra de localización subpleural",tomografia axial computerizado,0
74,TAC,"de la lesión cuyo cultivo fue también positivo para S. aureus meticilín sensible . La ecografía de abdomen fue normal . En el < start > TAC < end > de tórax había un derrame pleural izquierdo con prominencia intersticial . Se objetivaron tres pequeñas imágenes nodulares en lóbulo superior derecho , lóbulo superior izquierdo y otra de localización subpleural",tomografia axial computadorizado,0
75,cm,apareció una lesión eritematosa y caliente en la región paraesternal derecha que desaparecía a la dígitopresión y que tenía unos 5 x 5 < start > cm < end > Se aspiró líquido de la lesión cuyo cultivo fue también positivo para S. aureus meticilín sensible . La ecografía de abdomen fue normal . En el TAC de tórax había,centimetro,1
76,cm,apareció una lesión eritematosa y caliente en la región paraesternal derecha que desaparecía a la dígitopresión y que tenía unos 5 x 5 < start > cm < end > Se aspiró líquido de la lesión cuyo cultivo fue también positivo para S. aureus meticilín sensible . La ecografía de abdomen fue normal . En el TAC de tórax había,centimetro agua,0
77,GGT,"mg/dl , fracción directa : 1,33 mg/dl , LDH : 687 UI/l , GOT : 61 UI/l ; GPT : 111 UI/l , < start > GGT < end > 521 UI/l , fosfatasa alcalina 509 UI/l . La velocidad de sedimentación llegó a estar en 71 mm en la primera hora . La serología para VIH y para los",gammaglutamil transpeptidasa,1
78,GGT,"mg/dl , fracción directa : 1,33 mg/dl , LDH : 687 UI/l , GOT : 61 UI/l ; GPT : 111 UI/l , < start > GGT < end > 521 UI/l , fosfatasa alcalina 509 UI/l . La velocidad de sedimentación llegó a estar en 71 mm en la primera hora . La serología para VIH y para los",gama glutamil transferasar,0
79,GGT,"mg/dl , fracción directa : 1,33 mg/dl , LDH : 687 UI/l , GOT : 61 UI/l ; GPT : 111 UI/l , < start > GGT < end > 521 UI/l , fosfatasa alcalina 509 UI/l . La velocidad de sedimentación llegó a estar en 71 mm en la primera hora . La serología para VIH y para los",gamma glutamil transpeptidasar,0
80,GGT,"mg/dl , fracción directa : 1,33 mg/dl , LDH : 687 UI/l , GOT : 61 UI/l ; GPT : 111 UI/l , < start > GGT < end > 521 UI/l , fosfatasa alcalina 509 UI/l . La velocidad de sedimentación llegó a estar en 71 mm en la primera hora . La serología para VIH y para los",gammaglutamiltranspeptidasa,0
81,GGT,"40 % , creatinina plasmática 1,9 mg/dl ; urea 91mg/dl ; bilirrubina total 21mg/dl ; AST 164 U/l ; ALT 103 U/l ; < start > GGT < end > 152 UI/dl . Marcadores virales hepáticos negativos . La radiografía de tórax mostró un infiltrado alveolar basal derecho y la ecografía abdominal un hígado pequeño , con ecogenicidad aumentada y",gammaglutamil transpeptidasa,0
82,GGT,"40 % , creatinina plasmática 1,9 mg/dl ; urea 91mg/dl ; bilirrubina total 21mg/dl ; AST 164 U/l ; ALT 103 U/l ; < start > GGT < end > 152 UI/dl . Marcadores virales hepáticos negativos . La radiografía de tórax mostró un infiltrado alveolar basal derecho y la ecografía abdominal un hígado pequeño , con ecogenicidad aumentada y",gama glutamil transferasar,1
83,GGT,"40 % , creatinina plasmática 1,9 mg/dl ; urea 91mg/dl ; bilirrubina total 21mg/dl ; AST 164 U/l ; ALT 103 U/l ; < start > GGT < end > 152 UI/dl . Marcadores virales hepáticos negativos . La radiografía de tórax mostró un infiltrado alveolar basal derecho y la ecografía abdominal un hígado pequeño , con ecogenicidad aumentada y",gamma glutamil transpeptidasar,0
84,GGT,"40 % , creatinina plasmática 1,9 mg/dl ; urea 91mg/dl ; bilirrubina total 21mg/dl ; AST 164 U/l ; ALT 103 U/l ; < start > GGT < end > 152 UI/dl . Marcadores virales hepáticos negativos . La radiografía de tórax mostró un infiltrado alveolar basal derecho y la ecografía abdominal un hígado pequeño , con ecogenicidad aumentada y",gammaglutamiltranspeptidasa,0
85,HDF,"coagulación del filtro . Se utilizó acceso venoso femoral , usado exclusivamente para este fin . La técnica de reemplazo renal asociada fue < start > HDF < end > veno-venosa continua . La anticoagulación fue variable con epoprostenol sódico 5 ng/kg/minuto , con heparina Na 5U/kg/hora o con ambos . El enfermo estuvo hemodinámicamente estable durante las sesiones ,",hemodialfiltracion,1
86,AST,", 77 % ) , actividad de protrombina 40 % , creatinina plasmática 1,9 mg/dl ; urea 91mg/dl ; bilirrubina total 21mg/dl ; < start > AST < end > 164 U/l ; ALT 103 U/l ; GGT 152 UI/dl . Marcadores virales hepáticos negativos . La radiografía de tórax mostró un infiltrado alveolar basal derecho y la ecografía abdominal",aspartato aminotransferasar,1
